,Salm,Allikas
1278,"The goddess said, and sullen took her place;
Black horror sadden’d each celestial face.
To see the gathering grudge in every breast,
Smiles on her lips a spleenful joy express’d;
While on her wrinkled front, and eyebrow bent,
Sat stedfast care, and lowering discontent.
Thus she proceeds—“Attend, ye powers above!
But know, ’tis madness to contest with Jove:
Supreme he sits; and sees, in pride of sway.
Your vassal godheads grudgingly obey:
Fierce in the majesty of power controls;
Shakes all the thrones of heaven, and bends the poles.
Submiss, immortals! all he wills, obey:
And thou, great Mars, begin and show the way.
Behold Ascalaphus! behold him die,
But dare not murmur, dare not vent a sigh;
Thy own loved boasted offspring lies o’erthrown,
If that loved boasted offspring be thy own.”",Ilias
1279,"Stern Mars, with anguish for his slaughter’d son,
Smote his rebelling breast, and fierce begun:
“Thus then, immortals! thus shall Mars obey;
Forgive me, gods, and yield my vengeance way:
Descending first to yon forbidden plain,
The god of battles dares avenge the slain;
Dares, though the thunder bursting o’er my head
Should hurl me blazing on those heaps of dead.”",Ilias
1280,"With that he gives command to Fear and Flight
To join his rapid coursers for the fight:
Then grim in arms, with hasty vengeance flies;
Arms that reflect a radiance through the skies.
And now had Jove, by bold rebellion driven,
Discharged his wrath on half the host of heaven;
But Pallas, springing through the bright abode,
Starts from her azure throne to calm the god.
Struck for the immortal race with timely fear,
From frantic Mars she snatch’d the shield and spear;
Then the huge helmet lifting from his head,
Thus to the impetuous homicide she said:",Ilias
1281,"“By what wild passion, furious! art thou toss’d?
Striv’st thou with Jove? thou art already lost.
Shall not the Thunderer’s dread command restrain,
And was imperial Juno heard in vain?
Back to the skies wouldst thou with shame be driven,
And in thy guilt involve the host of heaven?
Ilion and Greece no more should Jove engage,
The skies would yield an ampler scene of rage;
Guilty and guiltless find an equal fate
And one vast ruin whelm the Olympian state.
Cease then thy offspring’s death unjust to call;
Heroes as great have died, and yet shall fall.
Why should heaven’s law with foolish man comply
Exempted from the race ordain’d to die?”",Ilias
1282,"This menace fix’d the warrior to his throne;
Sullen he sat, and curb’d the rising groan.
Then Juno call’d (Jove’s orders to obey)
The winged Iris, and the god of day.
“Go wait the Thunderer’s will (Saturnia cried)
On yon tall summit of the fountful Ide:
There in the father’s awful presence stand,
Receive, and execute his dread command.”",Ilias
1283,"She said, and sat; the god that gilds the day,
And various Iris, wing their airy way.
Swift as the wind, to Ida’s hills they came,
(Fair nurse of fountains, and of savage game)
There sat the eternal; he whose nod controls
The trembling world, and shakes the steady poles.
Veil’d in a mist of fragrance him they found,
With clouds of gold and purple circled round.
Well-pleased the Thunderer saw their earnest care,
And prompt obedience to the queen of air;
Then (while a smile serenes his awful brow)
Commands the goddess of the showery bow:",Ilias
1284,"“Iris! descend, and what we here ordain,
Report to yon mad tyrant of the main.
Bid him from fight to his own deeps repair,
Or breathe from slaughter in the fields of air.
If he refuse, then let him timely weigh
Our elder birthright, and superior sway.
How shall his rashness stand the dire alarms,
If heaven’s omnipotence descend in arms?
Strives he with me, by whom his power was given,
And is there equal to the lord of heaven?”",Ilias
1285,"The all-mighty spoke; the goddess wing’d her flight
To sacred Ilion from the Idaean height.
Swift as the rattling hail, or fleecy snows,
Drive through the skies, when Boreas fiercely blows;
So from the clouds descending Iris falls,
And to blue Neptune thus the goddess calls:",Ilias
1286,"“Attend the mandate of the sire above!
In me behold the messenger of Jove:
He bids thee from forbidden wars repair
To thine own deeps, or to the fields of air.
This if refused, he bids thee timely weigh
His elder birthright, and superior sway.
How shall thy rashness stand the dire alarms
If heaven’s omnipotence descend in arms?
Striv’st thou with him by whom all power is given?
And art thou equal to the lord of heaven?”",Ilias
1287,"“What means the haughty sovereign of the skies?
(The king of ocean thus, incensed, replies;)
Rule as he will his portion’d realms on high;
No vassal god, nor of his train, am I.
Three brother deities from Saturn came,
And ancient Rhea, earth’s immortal dame:
Assign’d by lot, our triple rule we know;
Infernal Pluto sways the shades below;
O’er the wide clouds, and o’er the starry plain,
Ethereal Jove extends his high domain;
My court beneath the hoary waves I keep,
And hush the roarings of the sacred deep;
Olympus, and this earth, in common lie:
What claim has here the tyrant of the sky?
Far in the distant clouds let him control,
And awe the younger brothers of the pole;
There to his children his commands be given,
The trembling, servile, second race of heaven.”",Ilias
1288,"“And must I then (said she), O sire of floods!
Bear this fierce answer to the king of gods?
Correct it yet, and change thy rash intent;
A noble mind disdains not to repent.
To elder brothers guardian fiends are given,
To scourge the wretch insulting them and heaven.”",Ilias
1289,"“Great is the profit (thus the god rejoin’d)
When ministers are blest with prudent mind:
Warn’d by thy words, to powerful Jove I yield,
And quit, though angry, the contended field:
Not but his threats with justice I disclaim,
The same our honours, and our birth the same.
If yet, forgetful of his promise given
To Hermes, Pallas, and the queen of heaven,
To favour Ilion, that perfidious place,
He breaks his faith with half the ethereal race;
Give him to know, unless the Grecian train
Lay yon proud structures level with the plain,
Howe’er the offence by other gods be pass’d,
The wrath of Neptune shall for ever last.”",Ilias
1290,"Thus speaking, furious from the field he strode,
And plunged into the bosom of the flood.
The lord of thunders, from his lofty height
Beheld, and thus bespoke the source of light:",Ilias
1291,"“What blest immortal, with commanding breath,
Thus wakens Hector from the sleep of death?
Has fame not told, how, while my trusty sword
Bathed Greece in slaughter, and her battle gored,
The mighty Ajax with a deadly blow
Had almost sunk me to the shades below?
Even yet, methinks, the gliding ghosts I spy,
And hell’s black horrors swim before my eye.”",Ilias
1292,"To him Apollo: “Be no more dismay’d;
See, and be strong! the Thunderer sends thee aid.
Behold! thy Phœbus shall his arms employ,
Phœbus, propitious still to thee and Troy.
Inspire thy warriors then with manly force,
And to the ships impel thy rapid horse:
Even I will make thy fiery coursers way,
And drive the Grecians headlong to the sea.”",Ilias
1293,"Thus to bold Hector spoke the son of Jove,
And breathed immortal ardour from above.
As when the pamper’d steed, with reins unbound,
Breaks from his stall, and pours along the ground;
With ample strokes he rushes to the flood,
To bathe his sides, and cool his fiery blood;
His head, now freed, he tosses to the skies;
His mane dishevell’d o’er his shoulders flies:
He snuffs the females in the well-known plain,
And springs, exulting, to his fields again:
Urged by the voice divine, thus Hector flew,
Full of the god; and all his hosts pursue.
As when the force of men and dogs combined
Invade the mountain goat, or branching hind;
Far from the hunter’s rage secure they lie
Close in the rock, (not fated yet to die)
When lo! a lion shoots across the way!
They fly: at once the chasers and the prey.
So Greece, that late in conquering troops pursued,
And mark’d their progress through the ranks in blood,
Soon as they see the furious chief appear,
Forget to vanquish, and consent to fear.",Ilias
1294,"Thoas with grief observed his dreadful course,
Thoas, the bravest of the Ætolian force;
Skill’d to direct the javelin’s distant flight,
And bold to combat in the standing fight,
Not more in councils famed for solid sense,
Than winning words and heavenly eloquence.
“Gods! what portent (he cried) these eyes invades?
Lo! Hector rises from the Stygian shades!
We saw him, late, by thundering Ajax kill’d:
What god restores him to the frighted field;
And not content that half of Greece lie slain,
Pours new destruction on her sons again?
He comes not, Jove! without thy powerful will;
Lo! still he lives, pursues, and conquers still!
Yet hear my counsel, and his worst withstand:
The Greeks’ main body to the fleet command;
But let the few whom brisker spirits warm,
Stand the first onset, and provoke the storm.
Thus point your arms; and when such foes appear,
Fierce as he is, let Hector learn to fear.”",Ilias
1295,"The Grecians gaze around with wild despair,
Confused, and weary all the powers with prayer:
Exhort their men, with praises, threats, commands;
And urge the gods, with voices, eyes, and hands.
Experienced Nestor chief obtests the skies,
And weeps his country with a father’s eyes.",Ilias
1296,"“O Jove! if ever, on his native shore,
One Greek enrich’d thy shrine with offer’d gore;
If e’er, in hope our country to behold,
We paid the fattest firstlings of the fold;
If e’er thou sign’st our wishes with thy nod:
Perform the promise of a gracious god!
This day preserve our navies from the flame,
And save the relics of the Grecian name.”",Ilias
1297,"Thus prayed the sage: the eternal gave consent,
And peals of thunder shook the firmament.
Presumptuous Troy mistook the accepting sign,
And catch’d new fury at the voice divine.
As, when black tempests mix the seas and skies,
The roaring deeps in watery mountains rise,
Above the sides of some tall ship ascend,
Its womb they deluge, and its ribs they rend:
Thus loudly roaring, and o’erpowering all,
Mount the thick Trojans up the Grecian wall;
Legions on legions from each side arise:
Thick sound the keels; the storm of arrows flies.
Fierce on the ships above, the cars below,
These wield the mace, and those the javelin throw.",Ilias
1298,"While thus the thunder of the battle raged,
And labouring armies round the works engaged,
Still in the tent Patroclus sat to tend
The good Eurypylus, his wounded friend.
He sprinkles healing balms, to anguish kind,
And adds discourse, the medicine of the mind.
But when he saw, ascending up the fleet,
Victorious Troy; then, starting from his seat,
With bitter groans his sorrows he express’d,
He wrings his hands, he beats his manly breast.
“Though yet thy state require redress (he cries)
Depart I must: what horrors strike my eyes!
Charged with Achilles’ high command I go,
A mournful witness of this scene of woe;
I haste to urge him by his country’s care
To rise in arms, and shine again in war.
Perhaps some favouring god his soul may bend;
The voice is powerful of a faithful friend.”",Ilias
1299,"This said, his eager javelin sought the foe:
But Ajax shunn’d the meditated blow.
Not vainly yet the forceful lance was thrown;
It stretch’d in dust unhappy Lycophron:
An exile long, sustain’d at Ajax’ board,
A faithful servant to a foreign lord;
In peace, and war, for ever at his side,
Near his loved master, as he lived, he died.
From the high poop he tumbles on the sand,
And lies a lifeless load along the land.
With anguish Ajax views the piercing sight,
And thus inflames his brother to the fight:",Ilias
1300,"“Teucer, behold! extended on the shore
Our friend, our loved companion! now no more!
Dear as a parent, with a parent’s care
To fight our wars he left his native air.
This death deplored, to Hector’s rage we owe;
Revenge, revenge it on the cruel foe.
Where are those darts on which the fates attend?
And where the bow which Phœbus taught to bend?”",Ilias
1301,"Impatient Teucer, hastening to his aid,
Before the chief his ample bow display’d;
The well-stored quiver on his shoulders hung:
Then hiss’d his arrow, and the bowstring sung.
Clytus, Pisenor’s son, renown’d in fame,
(To thee, Polydamas! an honour’d name)
Drove through the thickest of the embattled plains
The startling steeds, and shook his eager reins.
As all on glory ran his ardent mind,
The pointed death arrests him from behind:
Through his fair neck the thrilling arrow flies;
In youth’s first bloom reluctantly he dies.
Hurl’d from the lofty seat, at distance far,
The headlong coursers spurn his empty car;
Till sad Polydamas the steeds restrain’d,
And gave, Astynous, to thy careful hand;
Then, fired to vengeance, rush’d amidst the foe:
Rage edged his sword, and strengthen’d every blow.",Ilias
1302,"Once more bold Teucer, in his country’s cause,
At Hector’s breast a chosen arrow draws:
And had the weapon found the destined way,
Thy fall, great Trojan! had renown’d that day.
But Hector was not doom’d to perish then:
The all-wise disposer of the fates of men
(Imperial Jove) his present death withstands;
Nor was such glory due to Teucer’s hands.
At its full stretch as the tough string he drew,
Struck by an arm unseen, it burst in two;
Down dropp’d the bow: the shaft with brazen head
Fell innocent, and on the dust lay dead.
The astonish’d archer to great Ajax cries;
“Some god prevents our destined enterprise:
Some god, propitious to the Trojan foe,
Has, from my arm unfailing, struck the bow,
And broke the nerve my hands had twined with art,
Strong to impel the flight of many a dart.”",Ilias
1303,"“Since heaven commands it (Ajax made reply)
Dismiss the bow, and lay thy arrows by:
Thy arms no less suffice the lance to wield,
And quit the quiver for the ponderous shield.
In the first ranks indulge thy thirst of fame,
Thy brave example shall the rest inflame.
Fierce as they are, by long successes vain;
To force our fleet, or even a ship to gain,
Asks toil, and sweat, and blood: their utmost might
Shall find its match—No more: ’tis ours to fight.”",Ilias
1304,"Then Teucer laid his faithless bow aside;
The fourfold buckler o’er his shoulder tied;
On his brave head a crested helm he placed,
With nodding horse-hair formidably graced;
A dart, whose point with brass refulgent shines,
The warrior wields; and his great brother joins.",Ilias
1305,"This Hector saw, and thus express’d his joy:
“Ye troops of Lycia, Dardanus, and Troy!
Be mindful of yourselves, your ancient fame,
And spread your glory with the navy’s flame.
Jove is with us; I saw his hand, but now,
From the proud archer strike his vaunted bow:
Indulgent Jove! how plain thy favours shine,
When happy nations bear the marks divine!
How easy then, to see the sinking state
Of realms accursed, deserted, reprobate!
Such is the fate of Greece, and such is ours:
Behold, ye warriors, and exert your powers.
Death is the worst; a fate which all must try;
And for our country, ’tis a bliss to die.
The gallant man, though slain in fight he be,
Yet leaves his nation safe, his children free;
Entails a debt on all the grateful state;
His own brave friends shall glory in his fate;
His wife live honour’d, all his race succeed,
And late posterity enjoy the deed!”",Ilias
1306,"“How long, ye warriors of the Argive race,
(To generous Argos what a dire disgrace!)
How long on these cursed confines will ye lie,
Yet undetermined, or to live or die?
What hopes remain, what methods to retire,
If once your vessels catch the Trojan fire?
Mark how the flames approach, how near they fall,
How Hector calls, and Troy obeys his call!
Not to the dance that dreadful voice invites,
It calls to death, and all the rage of fights.
’Tis now no time for wisdom or debates;
To your own hands are trusted all your fates;
And better far in one decisive strife,
One day should end our labour or our life,
Than keep this hard-got inch of barren sands,
Still press’d, and press’d by such inglorious hands.”",Ilias
1307,"“Lo, Melanippus! lo, where Dolops lies;
And is it thus our royal kinsman dies?
O’ermatch’d he falls; to two at once a prey,
And lo! they bear the bloody arms away!
Come on—a distant war no longer wage,
But hand to hand thy country’s foes engage:
Till Greece at once, and all her glory end;
Or Ilion from her towery height descend,
Heaved from the lowest stone; and bury all
In one sad sepulchre, one common fall.”",Ilias
1308,"Hector (this said) rush’d forward on the foes:
With equal ardour Melanippus glows:
Then Ajax thus—“O Greeks! respect your fame,
Respect yourselves, and learn an honest shame:
Let mutual reverence mutual warmth inspire,
And catch from breast to breast the noble fire,
On valour’s side the odds of combat lie;
The brave live glorious, or lamented die;
The wretch that trembles in the field of fame,
Meets death, and worse than death, eternal shame.”",Ilias
1309,"His generous sense he not in vain imparts;
It sunk, and rooted in the Grecian hearts:
They join, they throng, they thicken at his call,
And flank the navy with a brazen wall;
Shields touching shields, in order blaze above,
And stop the Trojans, though impell’d by Jove.
The fiery Spartan first, with loud applause.
Warms the bold son of Nestor in his cause.
“Is there (he said) in arms a youth like you,
So strong to fight, so active to pursue?
Why stand you distant, nor attempt a deed?
Lift the bold lance, and make some Trojan bleed.”",Ilias
1310,"Now all on fire for fame, his breast, his eyes
Burn at each foe, and single every prize;
Still at the closest ranks, the thickest fight,
He points his ardour, and exerts his might.
The Grecian phalanx, moveless as a tower,
On all sides batter’d, yet resists his power:
So some tall rock o’erhangs the hoary main,[241]
By winds assail’d, by billows beat in vain,
Unmoved it hears, above, the tempest blow,
And sees the watery mountains break below.
Girt in surrounding flames, he seems to fall
Like fire from Jove, and bursts upon them all:
Bursts as a wave that from the cloud impends,
And, swell’d with tempests, on the ship descends;
White are the decks with foam; the winds aloud
Howl o’er the masts, and sing through every shroud:
Pale, trembling, tired, the sailors freeze with fears;
And instant death on every wave appears.
So pale the Greeks the eyes of Hector meet,
The chief so thunders, and so shakes the fleet.",Ilias
1311,"Chased from the foremost line, the Grecian train
Now man the next, receding toward the main:
Wedged in one body at the tents they stand,
Wall’d round with sterns, a gloomy, desperate band.
Now manly shame forbids the inglorious flight;
Now fear itself confines them to the fight:
Man courage breathes in man; but Nestor most
(The sage preserver of the Grecian host)
Exhorts, adjures, to guard these utmost shores;
And by their parents, by themselves implores.",Ilias
1312,"“Oh friends! be men: your generous breasts inflame
With mutual honour, and with mutual shame!
Think of your hopes, your fortunes; all the care
Your wives, your infants, and your parents share:
Think of each living father’s reverend head;
Think of each ancestor with glory dead;
Absent, by me they speak, by me they sue,
They ask their safety, and their fame, from you:
The gods their fates on this one action lay,
And all are lost, if you desert the day.”",Ilias
1313,"’Twas thou, bold Hector! whose resistless hand
First seized a ship on that contested strand;
The same which dead Protesilaüs bore,[242]
The first that touch’d the unhappy Trojan shore:
For this in arms the warring nations stood,
And bathed their generous breasts with mutual blood.
No room to poise the lance or bend the bow;
But hand to hand, and man to man, they grow:
Wounded, they wound; and seek each other’s hearts
With falchions, axes, swords, and shorten’d darts.
The falchions ring, shields rattle, axes sound,
Swords flash in air, or glitter on the ground;
With streaming blood the slippery shores are dyed,
And slaughter’d heroes swell the dreadful tide.",Ilias
1314,"
“Haste, bring the flames! that toil of ten long years
Is finished; and the day desired appears!
This happy day with acclamations greet,
Bright with destruction of yon hostile fleet.
The coward-counsels of a timorous throng
Of reverend dotards check’d our glory long:
Too long Jove lull’d us with lethargic charms,
But now in peals of thunder calls to arms:
In this great day he crowns our full desires,
Wakes all our force, and seconds all our fires.”",Ilias
1315,"He spoke—the warriors at his fierce command
Pour a new deluge on the Grecian band.
Even Ajax paused, (so thick the javelins fly,)
Stepp’d back, and doubted or to live or die.
Yet, where the oars are placed, he stands to wait
What chief approaching dares attempt his fate:
Even to the last his naval charge defends,
Now shakes his spear, now lifts, and now protends;
Even yet, the Greeks with piercing shouts inspires,
Amidst attacks, and deaths, and darts, and fires.",Ilias
1316,"“O friends! O heroes! names for ever dear,
Once sons of Mars, and thunderbolts of war!
Ah! yet be mindful of your old renown,
Your great forefathers’ virtues and your own.
What aids expect you in this utmost strait?
What bulwarks rising between you and fate?
No aids, no bulwarks your retreat attend,
No friends to help, no city to defend.
This spot is all you have, to lose or keep;
There stand the Trojans, and here rolls the deep.
’Tis hostile ground you tread; your native lands
Far, far from hence: your fates are in your hands.”",Ilias
1317,"Raging he spoke; nor further wastes his breath,
But turns his javelin to the work of death.
Whate’er bold Trojan arm’d his daring hands,
Against the sable ships, with flaming brands,
So well the chief his naval weapon sped,
The luckless warrior at his stern lay dead:
Full twelve, the boldest, in a moment fell,
Sent by great Ajax to the shades of hell.",Ilias
1318,"
Patroclus (in pursuance of the request of Nestor in the eleventh book)
entreats Achilles to suffer him to go to the assistance of the Greeks
with Achilles’ troops and armour. He agrees to it, but at the same time
charges him to content himself with rescuing the fleet, without further
pursuit of the enemy. The armour, horses, soldiers, and officers are
described. Achilles offers a libation for the success of his friend,
after which Patroclus leads the Myrmidons to battle. The Trojans, at
the sight of Patroclus in Achilles’ armour, taking him for that hero,
are cast into the uttermost consternation; he beats them off from the
vessels, Hector himself flies, Sarpedon is killed, though Jupiter was
averse to his fate. Several other particulars of the battle are
described; in the heat of which, Patroclus, neglecting the orders of
Achilles, pursues the foe to the walls of Troy, where Apollo repulses
and disarms him, Euphorbus wounds him, and Hector kills him, which
concludes the book.",Ilias
1319,"
So warr’d both armies on the ensanguined shore,
While the black vessels smoked with human gore.
Meantime Patroclus to Achilles flies;
The streaming tears fall copious from his eyes.
Not faster, trickling to the plains below,
From the tall rock the sable waters flow.
Divine Pelides, with compassion moved.
Thus spoke, indulgent, to his best beloved:[243]",Ilias
1320,"“Patroclus, say, what grief thy bosom bears,
That flows so fast in these unmanly tears?
No girl, no infant whom the mother keeps
From her loved breast, with fonder passion weeps;
Not more the mother’s soul, that infant warms,
Clung to her knees, and reaching at her arms,
Than thou hast mine! Oh tell me, to what end
Thy melting sorrows thus pursue thy friend?",Ilias
1321,"“Griev’st thou for me, or for my martial band?
Or come sad tidings from our native land?
Our fathers live (our first, most tender care),
Thy good Menoetius breathes the vital air,
And hoary Peleus yet extends his days;
Pleased in their age to hear their children’s praise.
Or may some meaner cause thy pity claim?
Perhaps yon relics of the Grecian name,
Doom’d in their ships to sink by fire and sword,
And pay the forfeit of their haughty lord?
Whate’er the cause, reveal thy secret care,
And speak those sorrows which a friend would share.”
A sigh that instant from his bosom broke,
Another follow’d, and Patroclus spoke:",Ilias
1322,"“Let Greece at length with pity touch thy breast,
Thyself a Greek; and, once, of Greeks the best!
Lo! every chief that might her fate prevent,
Lies pierced with wounds, and bleeding in his tent:
Eurypylus, Tydides, Atreus’ son,
And wise Ulysses, at the navy groan,
More for their country’s wounds than for their own.
Their pain soft arts of pharmacy can ease,
Thy breast alone no lenitives appease.
May never rage like thine my soul enslave,
O great in vain! unprofitably brave!
Thy country slighted in her last distress,
What friend, what man, from thee shall hope redress?
No—men unborn, and ages yet behind,
Shall curse that fierce, that unforgiving mind.",Ilias
1323,"“O man unpitying! if of man thy race;
But sure thou spring’st not from a soft embrace,
Nor ever amorous hero caused thy birth,
Nor ever tender goddess brought thee forth:
Some rugged rock’s hard entrails gave thee form,
And raging seas produced thee in a storm,
A soul well suiting that tempestuous kind,
So rough thy manners, so untamed thy mind.",Ilias
1324,"Stern Hector waved his sword, and standing near,
Where furious Ajax plied his ashen spear,
Full on the lance a stroke so justly sped,
That the broad falchion lopp’d its brazen head;
His pointless spear the warrior shakes in vain;
The brazen head falls sounding on the plain.
Great Ajax saw, and own’d the hand divine;
Confessing Jove, and trembling at the sign,
Warn’d he retreats. Then swift from all sides pour
The hissing brands; thick streams the fiery shower;
O’er the high stern the curling volumes rise,
And sheets of rolling smoke involve the skies.",Ilias
1325,"Divine Achilles view’d the rising flames,
And smote his thigh, and thus aloud exclaims:
“Arm, arm, Patroclus! Lo, the blaze aspires!
The glowing ocean reddens with the fires.
Arm, ere our vessels catch the spreading flame;
Arm, ere the Grecians be no more a name;
I haste to bring the troops.”—The hero said;
The friend with ardour and with joy obey’d.",Ilias
1326,"He cased his limbs in brass; and first around
His manly legs, with silver buckles bound
The clasping greaves; then to his breast applies
The flaming cuirass of a thousand dyes;
Emblazed with studs of gold his falchion shone
In the rich belt, as in a starry zone:
Achilles’ shield his ample shoulders spread,
Achilles’ helmet nodded o’er his head:
Adorn’d in all his terrible array,
He flash’d around intolerable day.
Alone untouch’d, Pelides’ javelin stands,
Not to be poised but by Pelides’ hands:
From Pelion’s shady brow the plant entire
Old Chiron rent, and shaped it for his sire;
Whose son’s great arm alone the weapon wields,
The death of heroes, and the dread of fields.",Ilias
1327,"
The brave Automedon (an honour’d name,
The second to his lord in love and fame,
In peace his friend, and partner of the war)
The winged coursers harness’d to the car;
Xanthus and Balius, of immortal breed,
Sprung from the wind, and like the wind in speed.
Whom the wing’d harpy, swift Podarge, bore,
By Zephyr pregnant on the breezy shore:
Swift Pedasus was added to their side,
(Once great Aëtion’s, now Achilles’ pride)
Who, like in strength, in swiftness, and in grace,
A mortal courser match’d the immortal race.",Ilias
1328,"Achilles speeds from tent to tent, and warms
His hardy Myrmidons to blood and arms.
All breathing death, around the chief they stand,
A grim, terrific, formidable band:
Grim as voracious wolves, that seek the springs[244]
When scalding thirst their burning bowels wrings;
When some tall stag, fresh-slaughtered in the wood,
Has drench’d their wide insatiate throats with blood,
To the black fount they rush, a hideous throng,
With paunch distended, and with lolling tongue,
Fire fills their eye, their black jaws belch the gore,
And gorged with slaughter still they thirst for more.
Like furious, rush’d the Myrmidonian crew,
Such their dread strength, and such their deathful view.",Ilias
1329,"High in the midst the great Achilles stands,
Directs their order, and the war commands.
He, loved of Jove, had launch’d for Ilion’s shores
Full fifty vessels, mann’d with fifty oars:
Five chosen leaders the fierce bands obey,
Himself supreme in valour, as in sway.",Ilias
1330,"First march’d Menestheus, of celestial birth,
Derived from thee, whose waters wash the earth,
Divine Sperchius! Jove-descended flood!
A mortal mother mixing with a god.
Such was Menestheus, but miscall’d by fame
The son of Borus, that espoused the dame.",Ilias
1331,"Eudorus next; whom Polymele the gay,
Famed in the graceful dance, produced to-day.
Her, sly Cellenius loved: on her would gaze,
As with swift step she form’d the running maze:
To her high chamber from Diana’s quire,
The god pursued her, urged, and crown’d his fire.
The son confess’d his father’s heavenly race,
And heir’d his mother’s swiftness in the chase.
Strong Echecleus, bless’d in all those charms
That pleased a god, succeeded to her arms;
Not conscious of those loves, long hid from fame,
With gifts of price he sought and won the dame;
Her secret offspring to her sire she bare;
Her sire caress’d him with a parent’s care.",Ilias
1332,"Pisander follow’d; matchless in his art
To wing the spear, or aim the distant dart;
No hand so sure of all the Emathian line,
Or if a surer, great Patroclus! thine.",Ilias
1333,"Soon as Achilles with superior care
Had call’d the chiefs, and order’d all the war,
This stern remembrance to his troops he gave:
“Ye far-famed Myrmidons, ye fierce and brave!
Think with what threats you dared the Trojan throng,
Think what reproach these ears endured so long;
‘Stern son of Peleus, (thus ye used to say,
While restless, raging, in your ships you lay)
Oh nursed with gall, unknowing how to yield;
Whose rage defrauds us of so famed a field:
If that dire fury must for ever burn,
What make we here? Return, ye chiefs, return!’
Such were your words—Now, warriors! grieve no more,
Lo there the Trojans; bathe your swords in gore!
This day shall give you all your soul demands,
Glut all your hearts, and weary all your hands!”",Ilias
1334,"
Thus while he roused the fire in every breast,
Close and more close the listening cohorts press’d;
Ranks wedged in ranks; of arms a steely ring
Still grows, and spreads, and thickens round the king.
As when a circling wall the builder forms,
Of strength defensive against wind and storms,
Compacted stones the thickening work compose,
And round him wide the rising structure grows:
So helm to helm, and crest to crest they throng,
Shield urged on shield, and man drove man along;
Thick, undistinguish’d plumes, together join’d,
Float in one sea, and wave before the wind.",Ilias
1335,"Far o’er the rest in glittering pomp appear,
There bold Automedon, Patroclus here;
Brothers in arms, with equal fury fired;
Two friends, two bodies with one soul inspired.",Ilias
1336,"But mindful of the gods, Achilles went
To the rich coffer in his shady tent;
There lay on heaps his various garments roll’d,
And costly furs, and carpets stiff with gold,
(The presents of the silver-footed dame)
From thence he took a bowl, of antique frame,
Which never man had stained with ruddy wine,
Nor raised in offerings to the power divine,
But Peleus’ son; and Peleus’ son to none
Had raised in offerings, but to Jove alone.
This tinged with sulphur, sacred first to flame,
He purged; and wash’d it in the running stream.
Then cleansed his hands; and fixing for a space
His eyes on heaven, his feet upon the place
Of sacrifice, the purple draught he pour’d
Forth in the midst; and thus the god implored:",Ilias
1337,"“O thou supreme! high-throned all height above!
O great Pelasgic, Dodonaean Jove!
Who ’midst surrounding frosts, and vapours chill,
Presid’st on bleak Dodona’s vocal hill:
(Whose groves the Selli, race austere! surround,
Their feet unwash’d, their slumbers on the ground;
Who hear, from rustling oaks, thy dark decrees;
And catch the fates, low-whispered in the breeze;)
Hear, as of old! Thou gav’st, at Thetis’ prayer,
Glory to me, and to the Greeks despair.
Lo, to the dangers of the fighting field
The best, the dearest of my friends, I yield,
Though still determined, to my ships confined;
Patroclus gone, I stay but half behind.
Oh! be his guard thy providential care,
Confirm his heart, and string his arm to war:
Press’d by his single force let Hector see
His fame in arms not owing all to me.
But when the fleets are saved from foes and fire,
Let him with conquest and renown retire;
Preserve his arms, preserve his social train,
And safe return him to these eyes again!”",Ilias
1338,"Great Jove consents to half the chief’s request,
But heaven’s eternal doom denies the rest;
To free the fleet was granted to his prayer;
His safe return, the winds dispersed in air.
Back to his tent the stern Achilles flies,
And waits the combat with impatient eyes.",Ilias
1339,"Meanwhile the troops beneath Patroclus’ care,
Invade the Trojans, and commence the war.
As wasps, provoked by children in their play,
Pour from their mansions by the broad highway,
In swarms the guiltless traveller engage,
Whet all their stings, and call forth all their rage:
All rise in arms, and, with a general cry,
Assert their waxen domes, and buzzing progeny.
Thus from the tents the fervent legion swarms,
So loud their clamours, and so keen their arms:
Their rising rage Patroclus’ breath inspires,
Who thus inflames them with heroic fires:",Ilias
1340,"“O warriors, partners of Achilles’ praise!
Be mindful of your deeds in ancient days;
Your godlike master let your acts proclaim,
And add new glories to his mighty name.
Think your Achilles sees you fight: be brave,
And humble the proud monarch whom you save.”",Ilias
1341,"Joyful they heard, and kindling as he spoke,
Flew to the fleet, involved in fire and smoke.
From shore to shore the doubling shouts resound,
The hollow ships return a deeper sound.
The war stood still, and all around them gazed,
When great Achilles’ shining armour blazed:
Troy saw, and thought the dread Achilles nigh,
At once they see, they tremble, and they fly.",Ilias
1342,"But Troy repulsed, and scatter’d o’er the plains,
Forced from the navy, yet the fight maintains.
Now every Greek some hostile hero slew,
But still the foremost, bold Patroclus flew:
As Areilycus had turn’d him round,
Sharp in his thigh he felt the piercing wound;
The brazen-pointed spear, with vigour thrown,
The thigh transfix’d, and broke the brittle bone:
Headlong he fell. Next, Thoas was thy chance;
Thy breast, unarm’d, received the Spartan lance.
Phylides’ dart (as Amphidus drew nigh)
His blow prevented, and transpierced his thigh,
Tore all the brawn, and rent the nerves away;
In darkness, and in death, the warrior lay.",Ilias
